MDAMB231,U87,PC3M,WM266.4,RPE,BJ,Protein,,,
NaN,0.795056,0.631573,1.10685,1.2226,0.404417,CAMKK1,,,
0.925917,0.514923,1.01893,0.902229,0.500543,1.12899,DCTN6,,,
1.66639,0.48017,1.08673,0.957157,0.51076,0.2833,KIAA1598,,,
0.938963,0.437527,0.589219,1.38935,0.516134,1.11145,NME1,,,
NaN,0.758019,0.892959,0.899346,0.660176,0.934143,ALKBH4,,,
0.568796,0.591599,0.434383,1.16605,0.953266,1.25215,YWHAB,,,
1.13293,0.352605,0.793468,0.752013,0.696268,1.23483,FKBP1A,,,
0.827098,0.427695,0.849922,1.20951,0.575994,1.06063,HADH,,,
NaN,0.598746,0.749954,1.41404,0.410375,0.952425,NEU1,,,
1.22352,0.754276,0.809427,0.68657,0.646091,0.813394,BICD2,,,
NaN,0.629457,0.954795,0.833986,0.860215,0.830857,CFAP36,,,
NaN,0.618831,0.475554,0.989725,0.934766,1.08677,SETD7,,,
NaN,0.609821,1.31508,0.367821,0.767485,1.03724,SAP30BP,,,
0.282045,0.673415,0.990976,1.31075,0.852089,0.800884,RDX,,,
NaN,0.677845,1.29099,1.03463,0.179195,0.900128,FAM117B,,,
-0.0818704,0.63704,0.52635,1.42144,1.11534,1.28047,CTSB,,,
-0.0191825,0.824015,1.08671,0.962601,0.839754,1.19649,CCDC6,,,
NaN,0.663548,0.926418,0.82946,0.707674,0.94652,DPYSL3,,,
0.606284,0.567978,1.42006,0.982142,0.531517,0.77548,RABL6,,,
NaN,0.42939,1.19951,0.996467,0.596552,0.846609,PPIF,,,
NaN,0.46581,1.20992,0.916938,0.495189,0.970793,FAM83H,,,
NaN,0.57272,0.959207,0.769288,0.725228,1.02276,AAMP,,,
1.48515,0.382624,0.551341,0.486434,1.0582,0.890285,SET,,,
NaN,0.649892,1.43272,0.649712,0.624296,0.688111,FAM133B,,,
1.51502,0.430697,0.764566,0.854244,0.483732,0.79529,FKBP4,,,
0.589203,0.569409,0.962507,0.92392,0.704861,1.08698,PARK7,,,
NaN,0.506623,0.488685,1.21585,0.755486,1.05886,PDCL,,,
0.268622,0.503001,0.939911,1.32129,0.754637,1.03901,TUFM,,,
NaN,0.653736,1.22832,0.641275,0.619335,0.878267,TSR3,,,
NaN,0.695613,1.11803,0.712564,0.533209,0.959538,TBPL1,,,
1.69696,0.297137,1.10058,0.779248,0.387891,0.558713,EXOSC9,,,
NaN,0.709109,0.708776,0.795378,0.641867,1.14812,AMPD2,,,
NaN,1.00014,0.894785,0.515324,0.810924,0.770814,AZGP1,,,
1.71065,0.526931,0.533667,0.603127,0.72039,0.692922,DCTN5,,,
0.945964,0.58664,0.712585,0.983767,0.706581,0.846449,CDC37,,,
NaN,0.365068,1.18964,1.04566,0.690779,0.693077,LSM7,,,
1.14033,0.621301,0.408292,0.857274,0.486081,1.26058,DBNL,,,
NaN,0.66842,0.554398,0.530084,1.00468,1.21608,SLC9A7,,,
NaN,0.683299,1.20923,1.08714,0.354552,0.628818,GLRX2,,,
1.46005,0.420024,0.739545,0.809647,0.35597,0.969993,ARL3,,,
1.8504,0.545747,0.391302,0.600441,0.733801,0.632372,DNAJC7,,,
NaN,0.550111,1.11512,0.824498,0.419769,1.05115,NCK1,,,
NaN,0.571387,1.13031,0.345467,0.819353,1.08423,FLYWCH2,,,
NaN,0.834651,0.937772,0.721397,0.734947,0.709991,PHACTR4,,,
0.863161,0.615394,0.79524,1.17049,0.350189,0.917412,YKT6,,,
1.43765,0.574061,0.395374,0.820307,0.578121,0.90591,CAPZB,,,
NaN,0.459731,0.884701,1.04168,0.688592,0.840988,HEXIM1,,,
NaN,0.580332,0.752919,0.980409,0.652775,0.944116,TIMP2,,,
NaN,0.601333,0.38261,0.927935,0.596516,1.40115,FKBP10,,,
0.889856,0.601692,0.722221,0.981732,0.651878,0.832064,PPM1B,,,
0.728127,0.462672,0.474287,1.3047,0.780659,0.927464,SUMF2,,,
NaN,0.443161,1.09828,0.947759,0.486659,0.9199,PFDN6,,,
NaN,0.763066,1.0014,0.528851,0.68317,0.914922,ZNF207,,,
NaN,1.12914,0.69313,0.42999,1.01097,0.617339,CTSK,,,
NaN,0.337798,0.690065,1.17153,0.635046,1.04322,CCDC25,,,
NaN,0.702793,0.857789,0.591447,0.622645,1.09679,CCDC9,,,
NaN,0.477639,0.868322,0.920469,0.297641,1.29623,GYG1,,,
0.705922,0.585721,0.79607,0.763639,0.827349,0.952774,PRDX1,,,
0.807172,0.4908,0.491032,0.846533,0.688128,1.30499,GBE1,,,
1.47605,0.428971,0.802759,0.266623,1.10573,0.540432,ZNF185,,,
1.5761,0.353105,0.80538,0.607126,0.510613,0.761107,COPS5,,,
NaN,0.701502,0.850207,0.557823,0.833714,0.900637,FCHSD1,,,
1.0587,0.542832,0.745289,0.671007,0.593956,0.985733,HSPB1,,,
0.806459,0.451423,0.546509,1.02199,0.598047,1.17261,PGAM1,,,
NaN,0.681461,0.763938,1.06635,0.448917,0.869941,NUDT9,,,
NaN,0.582909,0.943447,1.08313,0.505157,0.70787,GMPR,,,
NaN,0.268512,0.867191,0.70405,1.12946,0.851345,ZFP91,,,
NaN,0.252825,1.11599,0.815823,0.759281,0.875931,THYN1,,,
0.412265,0.564581,0.671028,0.981114,0.894888,1.05651,DCUN1D1,,,
0.464,0.516591,0.822514,1.31972,0.502459,0.950796,CTPS1,,,
0.407785,0.540777,1.17711,0.793329,0.618969,1.03647,NUDT4,,,
1.13465,0.614312,0.66315,0.617486,0.914175,0.628496,COL1A1,,,
0.497414,0.562131,0.945547,0.834944,0.947142,0.783972,EZR,,,
0.935717,0.469557,0.656088,0.936635,0.576549,0.993908,PMM2,,,
1.44609,0.564832,0.524416,0.530096,0.709345,0.788725,BAG3,,,
0.675431,0.39211,0.59729,1.39084,0.670172,0.836151,NIT2,,,
NaN,0.642303,1.01194,0.295609,1.01197,0.837232,CALML5,,,
1.13984,0.246415,0.92691,0.972424,0.466141,0.798107,PPA2,,,
NaN,0.590004,0.972049,0.7386,0.467941,1.02112,AKT1S1,,,
NaN,0.959593,0.895285,0.403117,0.72421,0.807259,IRS1,,,
1.27573,0.305936,0.967131,0.914867,0.244806,0.837704,PFDN5,,,
NaN,0.587306,0.853148,0.809995,0.740719,0.794447,PHAX,,,
1.12046,0.659856,0.305153,0.495255,0.668221,1.28827,GBP1,,,
0.666222,0.612492,0.872244,0.742818,0.762831,0.875027,TRIP10,,,
0.985214,0.620664,0.473845,0.544828,0.73702,1.1671,TAGLN2,,,
1.17681,0.312808,0.775414,1.18952,0.343348,0.729534,TXNL1,,,
1.04548,0.405042,0.870421,0.798944,0.462125,0.94009,TOE1,,,
NaN,0.561172,0.478039,0.589951,0.62701,1.50052,DAP,,,
0.939934,0.617394,0.539879,0.785486,0.703592,0.920084,TMOD3,,,
NaN,0.525287,0.792363,0.775437,0.611572,1.05057,LYRM7,,,
0.560776,0.719855,0.374428,1.05344,0.579624,1.21776,SSBP1,,,
0.417343,0.499627,0.598667,0.9935,0.413124,1.58189,RCN1,,,
1.70702,0.556606,0.421305,0.322498,0.636964,0.852722,TAX1BP3,,,
1.29128,0.43839,0.752579,0.875946,0.464373,0.665777,PPID,,,
NaN,0.543761,0.664671,0.937938,0.815576,0.777983,FAM136A,,,
1.69286,0.491525,0.507719,0.594656,0.583878,0.613466,TXLNA,,,
1.70413,0.54931,0.752295,0.203367,0.552671,0.710381,BTF3,,,
0.617362,0.496886,1.12425,0.873486,0.574211,0.785583,NDUFV2,,,
1.71519,0.183086,0.835091,0.568152,0.516588,0.652732,EXOSC1,,,
NaN,0.714542,1.22816,0.611601,0.380246,0.788987,WIPF2,,,
NaN,0.874635,0.431733,0.35101,1.22742,0.838392,TGFBI,,,
NaN,0.644593,1.21752,0.378383,0.586714,0.895953,CLASRP,,,
NaN,0.591138,1.05521,0.706427,0.434002,0.930528,TCEAL4,,,
NaN,0.602983,0.815114,0.753256,0.651574,0.894004,SIL1,,,
NaN,0.60033,0.519637,1.01266,0.502609,1.07813,NHSL1,,,
1.33142,0.486595,1.01231,0.399679,0.63819,0.586111,MRRF,,,
0.861777,0.374173,0.797119,0.927097,0.583284,0.910795,ACOT7,,,
1.26706,0.468726,0.608463,0.38665,0.861975,0.836914,FTH1,,,
-0.112994,1.01671,0.633003,0.809015,0.907037,1.17671,MYL1,,,
0.695004,0.399365,0.641403,1.19097,0.590731,0.908627,PKM,,,
0.447297,0.763219,0.835893,0.520127,0.901681,0.957718,EPPK1,,,
NaN,0.524202,0.352541,0.558273,1.04583,1.20139,IGFBP7,,,
1.18252,0.4367,0.53726,0.460845,0.612086,1.18899,CUTA,,,
NaN,0.59405,0.98719,0.609183,0.5519,0.928963,TCHH,,,
NaN,0.69647,0.620706,0.540316,0.798202,1.01391,SYNC,,,
NaN,0.781522,0.592264,0.921783,0.814034,0.553923,AKAP12,,,
NaN,0.537466,0.463217,0.778731,0.462183,1.42131,IGFBP5,,,
NaN,1.02253,0.73574,0.402508,0.297031,1.2019,GEM,,,
0.910351,0.294072,0.654667,0.975437,0.546656,1.00032,RHOA,,,
NaN,0.34047,0.698545,1.16098,0.527567,0.922348,SSU72,,,
0.813841,0.431647,0.46573,1.04577,0.66283,0.958872,TBCB,,,
1.49699,0.403279,0.687092,0.535559,0.166494,1.08437,SP100,,,
0.617642,0.484971,1.02886,0.771644,0.56266,0.890789,BRD3,,,
NaN,0.597054,0.811527,0.670911,0.5882,0.959202,UBFD1,,,
NaN,0.368524,1.2008,0.72802,0.541701,0.787193,SRF,,,
1.2045,0.549001,0.667011,0.599693,0.420214,0.910412,TFG,,,
NaN,0.345665,0.783657,0.766151,0.787716,0.941106,PPP1R11,,,
NaN,0.439002,0.983339,0.774317,0.469343,0.95083,GTF2F2,,,
1.41808,0.319308,0.894169,0.574202,0.45509,0.669178,RBM12,,,
1.28952,0.218878,1.10107,0.452147,0.352962,0.91332,ECI2,,,
1.06543,0.307865,0.994232,1.02901,0.319125,0.61163,NTPCR,,,
NaN,0.31679,0.957371,0.996382,0.560552,0.767227,TRUB1,,,
1.61759,0.571673,0.503168,0.594774,0.484993,0.544645,VASP,,,
NaN,0.54675,0.560936,0.743803,0.630969,1.11465,RIT1,,,
-0.0847541,0.590222,1.46604,0.891562,0.597197,0.855724,RBM8A,,,
0.811667,0.456555,0.846073,0.844648,0.506636,0.845345,ETFB,,,
1.08439,0.50331,0.976772,0.857836,0.378658,0.50959,NEMF,,,
1.24063,0.420766,1.00337,0.72534,0.0543442,0.858149,SNRPA1,,,
NaN,0.521953,1.12881,0.403414,0.555625,0.973258,GLUL,,,
NaN,0.605824,0.826437,0.544793,0.716862,0.88231,WTAP,,,
NaN,0.433638,0.807961,0.607794,0.803235,0.916794,S100A2,,,
1.04591,0.443965,0.630447,0.544474,0.6008,1.01544,PPP1R12A,,,
0.874458,0.585464,0.945088,0.73183,0.393185,0.749921,HINT2,,,
NaN,0.47884,0.53138,0.948397,0.800137,0.807846,FAHD2A,,,
1.15709,0.454303,0.577686,0.81259,0.547522,0.720652,TXNDC9,,,
NaN,0.754138,0.86972,0.382542,0.753964,0.787642,TADA3,,,
1.43264,0.261943,0.577423,0.649485,0.50514,0.830648,PCBP1,,,
-0.118066,0.642251,1.02801,0.68499,0.74243,1.27704,TPD52L2,,,
0.598076,0.710007,0.569673,0.81491,0.777745,0.782977,DYNLL2,,,
NaN,0.472304,0.61495,1.21207,0.649921,0.59489,GUSB,,,
0.603822,0.46944,0.554075,1.03252,0.74868,0.844118,GRB2,,,
0.487197,0.263915,0.313251,1.33436,0.800749,1.05121,ETHE1,,,
1.09746,0.494119,0.471836,0.565449,0.821257,0.798813,DBN1,,,
NaN,0.339224,1.0016,1.12135,0.669554,0.407181,CRTC2,,,
0.500552,0.671294,1.31868,0.487123,0.456943,0.808683,POLE3,,,
NaN,0.506684,0.665204,0.491014,0.605097,1.26147,COL2A1,,,
1.22806,0.41516,0.804482,0.948469,0.395177,0.437769,MCCC2,,,
1.08054,0.619021,0.389231,0.684731,0.844374,0.610379,SPG20,,,
NaN,0.195541,0.827278,1.12173,0.506985,0.87177,C1orf52,,,
0.407121,0.516604,0.476635,0.931915,0.870338,1.02414,YWHAE,,,
NaN,0.733706,0.750669,0.451179,0.678394,0.907186,APOC2,,,
NaN,0.817716,0.424172,1.15646,0.544007,0.577541,ACP5,,,
1.43196,0.358022,0.472372,0.451453,0.661144,0.846231,TXLNG,,,
NaN,0.544308,0.572701,0.919312,0.641742,0.833625,TAB1,,,
NaN,0.491063,1.07591,0.414183,0.578791,0.949898,NDUFV3,,,
NaN,0.529895,0.510473,1.2035,0.36646,0.895601,LPXN,,,
NaN,0.410403,1.07941,0.957294,0.220583,0.835716,ECHDC1,,,
1.299,0.372231,0.568359,0.819551,0.426624,0.718111,NAP1L4,,,
NaN,0.488012,0.893156,0.313249,0.902118,0.899057,PCDHGB5,,,
NaN,0.628429,0.345125,0.866136,0.785183,0.867732,EEF2K,,,
NaN,0.590805,0.858039,0.524455,0.707689,0.811402,NRBF2,,,
NaN,0.636162,0.759795,0.646997,0.565939,0.873501,HIF1AN,,,
1.60107,0.380134,0.209985,0.601509,0.523699,0.860529,CNN3,,,
1.31846,0.654054,0.613199,0.307763,0.205883,1.07632,CAPG,,,
NaN,0.517053,0.798181,1.02271,0.41446,0.721771,CARS2,,,
0.620089,0.572454,0.538036,0.708218,0.88673,0.838601,RBX1,,,
NaN,0.652418,0.886503,0.262786,0.588173,1.07801,C1orf174,,,
NaN,0.559323,0.965019,0.850915,0.554543,0.533641,GLRX5,,,
0.468286,0.333338,0.547048,1.11356,0.733335,0.95986,REXO2,,,
NaN,0.383069,0.684638,0.882419,0.757242,0.755265,WDR13,,,
0.291742,0.577775,0.530535,0.742947,0.827663,1.18307,NUCB1,,,
0.199245,0.513001,0.605972,1.00298,0.894011,0.935431,YWHAZ,,,
NaN,0.432157,0.81582,0.767601,0.555723,0.885319,TERF2IP,,,
0.298008,0.615273,0.781905,0.963327,0.508749,0.979373,PKM,,,
NaN,0.374135,0.887831,1.13043,0.344347,0.712286,RNF114,,,
NaN,0.731173,0.501842,0.867855,0.73375,0.604597,METTL2B,,,
NaN,0.75931,0.900252,0.709188,0.653578,0.407082,DNAJC21,,,
NaN,0.229556,0.980607,0.71961,0.839152,0.659218,GDE1,,,
1.6028,0.332591,0.608121,0.539246,0.334381,0.693542,TTC9C,,,
0.805274,0.543181,0.754982,0.484016,0.64505,0.866724,NAPG,,,
0.457047,0.152064,1.21188,0.78933,0.378605,1.11021,RGS10,,,
0.620324,0.363965,0.719927,1.12025,0.542997,0.71937,NARS,,,
NaN,0.330878,0.99171,0.641864,0.625856,0.812366,ISCU,,,
0.553738,0.497746,0.705591,1.0344,0.544361,0.74087,CNDP2,,,
NaN,0.458201,0.41829,0.456001,0.898483,1.15506,HEBP2,,,
NaN,0.57827,0.732937,0.122855,0.757474,1.19448,MDK,,,
NaN,0.429946,0.681158,0.996007,0.335289,0.939423,TP53I3,,,
0.918306,0.337537,0.603269,1.16742,0.138498,0.892904,EEFSEC,,,
1.36512,0.361536,0.634626,0.564842,0.494319,0.636257,IRF2BP2,,,
0.847541,0.315331,0.383568,1.00886,0.528702,0.972403,PTGES3,,,
0.340861,0.448421,0.982968,1.14216,0.250905,0.876287,APIP,,,
0.945437,0.259528,1.25081,0.442486,0.412729,0.713856,NCL,,,
-0.0387334,0.690244,0.299341,0.774523,1.05926,1.23729,MYL6,,,
NaN,0.258689,1.14229,0.695355,0.4239,0.830251,PM20D2,,,
NaN,0.23511,0.638002,0.864036,0.631458,0.9808,CASP3,,,
1.22635,0.553741,0.259739,0.62636,0.615957,0.734917,CAPZA1,,,
NaN,0.597681,0.268456,0.902224,0.660585,0.916271,ARPIN,,,
NaN,0.485777,0.696225,0.659863,0.530376,0.966005,SUPT5H,,,
NaN,0.313941,0.792952,1.18715,0.369057,0.664798,HUS1,,,
0.540854,0.380198,0.740389,1.2025,0.527597,0.580795,MAT2A,,,
0.0726259,0.414145,0.910667,1.0805,0.586561,0.905901,ECHS1,,,
-0.0420361,0.668836,0.963314,0.911436,0.70982,0.751884,MSN,,,
0.698776,0.59863,0.44257,0.609312,0.803204,0.807224,VCL,,,
0.984957,0.578725,0.530854,0.18428,0.861903,0.816993,RILPL1,,,
0.473285,0.515654,0.777772,0.786141,0.629882,0.774817,CBFB,,,
NaN,0.471358,0.780542,1.06081,0.326948,0.651755,RFK,,,
NaN,0.358804,0.538716,1.00192,0.858614,0.520883,NARS2,,,
NaN,0.397646,1.04289,0.829631,0.179399,0.82544,HMCES,,,
0.947195,0.249909,0.493726,0.781971,0.572992,0.881477,UBE2L3,,,
NaN,0.507937,0.568151,0.778778,0.778525,0.635806,WDR55,,,
0.308272,0.363833,0.705166,1.05305,0.556747,0.929293,HYOU1,,,
NaN,0.600884,0.340442,0.961066,0.460526,0.900565,SASH1,,,
0.59144,0.71172,0.592831,0.738328,0.642944,0.636227,PTGES3L-AARSD1,,,
0.641217,0.592386,0.23081,0.622276,0.983368,0.838053,ARFIP1,,,
0.789541,0.273154,0.713472,0.994854,0.474941,0.660419,HPRT1,,,
0.779004,0.678031,0.155939,0.333382,0.602932,1.35456,AHNAK,,,
0.469104,0.341287,0.999178,0.898165,0.265253,0.930218,PRDX6,,,
NaN,0.306976,0.521211,1.09238,0.556766,0.771474,C9orf41,,,
NaN,0.63405,0.15433,0.604412,0.959117,0.895225,C14orf142,,,
NaN,0.43956,0.732862,0.939187,0.554451,0.580171,MAPKAPK3,,,
0.480431,0.378844,0.356106,0.757599,0.741447,1.17793,YAP1,,,
NaN,0.313241,0.665465,1.10848,0.577849,0.577888,FOXJ3,,,
0.442946,0.334928,1.06349,0.923929,0.443336,0.677497,NADK2,,,
0.508431,0.567171,0.645096,0.870381,0.769991,0.523632,MOB4,,,
NaN,0.462502,0.605995,0.655102,0.768096,0.744721,C21orf59,,,
NaN,0.492979,1.15327,0.530508,0.336762,0.720297,GPKOW,,,
NaN,0.545011,0.550506,1.16906,0.529305,0.439508,ABCF1,,,
0.563896,0.585,0.653847,0.804355,0.671998,0.598606,HDDC2,,,
0.425101,0.365027,0.796707,1.00538,0.505758,0.777962,SAE1,,,
NaN,0.482552,0.464171,0.329211,0.852369,1.09769,CCDC92,,,
NaN,0.313365,1.12835,0.64572,0.486025,0.649431,ZNF706,,,
1.02546,0.43727,0.570503,0.753351,0.403727,0.674845,TIPRL,,,
NaN,0.483066,0.729836,0.55645,0.664402,0.777361,TTC1,,,
0.390796,0.24649,0.228405,1.13437,0.653275,1.19011,PSAP,,,
0.282721,0.418906,0.804649,1.11646,0.478153,0.741676,DLD,,,
NaN,0.718043,0.692832,0.616835,0.409107,0.765151,MSRB2,,,
1.16341,0.36255,0.666054,0.860857,0.155743,0.627159,NAP1L1,,,
NaN,0.622533,0.358899,0.686388,0.774725,0.752368,LAMTOR5,,,
0.659796,0.678035,0.568562,0.381823,0.455614,1.08935,AKAP2,,,
NaN,0.542089,0.742707,0.182148,0.619387,1.10436,CDC42EP4,,,
NaN,0.505463,0.687271,1.05442,0.458614,0.472784,NR2C2AP,,,
0.531702,0.537376,0.967728,0.777327,0.421095,0.577221,TOLLIP,,,
NaN,0.486884,0.946502,0.664607,0.571015,0.502594,SLBP,,,
NaN,0.370757,0.280263,0.945368,0.486774,1.08499,COL1A2,,,
1.01998,0.468154,0.548334,0.7131,0.419729,0.628769,PSMD4,,,
NaN,0.659568,0.646523,0.838585,0.497999,0.520022,EIF1AD,,,
0.727406,0.601789,0.254115,0.337614,0.887147,0.981376,EPB41L2,,,
0.699615,0.427688,0.691515,0.67096,0.550423,0.740785,UBQLN1,,,
0.0711901,0.45427,0.770704,0.462308,0.779539,1.23966,NIPSNAP3A,,,
NaN,0.464634,0.736772,0.792131,0.548547,0.601263,ISCA2,,,
0.427312,0.644513,0.610462,0.65663,0.574703,0.849813,GMFB,,,
NaN,0.310127,0.780459,0.484592,0.69679,0.86412,BCL9L,,,
NaN,0.584798,0.731856,0.734838,0.663823,0.417691,SNUPN,,,
NaN,0.514969,0.647594,0.455155,0.611083,0.904204,KNSTRN,,,
0.643923,0.518587,0.465426,0.628922,0.6342,0.868167,MIEN1,,,
NaN,0.495243,0.430112,1.16979,0.631474,0.404543,PRKAR1B,,,
0.541488,0.456141,0.813869,0.825587,0.283102,0.837056,UBQLN2,,,
NaN,0.549913,0.729498,0.179422,0.729321,0.932663,STAT5A,,,
NaN,0.611722,0.369133,0.744146,0.453572,0.939943,PLEKHO2,,,
0.491487,0.462315,0.800495,1.06789,0.364083,0.554012,HDDC3,,,
NaN,0.765559,0.509937,0.615286,0.760561,0.46458,DVL2,,,
NaN,0.316092,1.19572,0.695971,0.393565,0.511168,SDHAF2,,,
0.426764,0.685036,0.751751,0.585679,0.678761,0.604752,KLC2,,,
0.571803,0.387807,0.756655,0.87097,0.425623,0.718328,USP14,,,
NaN,0.43839,0.728518,0.814543,0.25931,0.86626,UBE2R2,,,
1.03144,0.422131,0.710573,0.533052,0.403259,0.626224,TRMT112,,,
NaN,0.475031,0.964619,0.481667,0.51018,0.673094,MYL6B,,,
NaN,0.480438,0.21452,0.817607,0.6973,0.894617,LMCD1,,,
NaN,0.589078,0.530978,0.860892,0.453798,0.667198,CD2BP2,,,
0.718441,0.500895,0.571875,0.645535,0.459812,0.824112,AGFG1,,,
0.250554,0.440488,1.10219,0.795307,0.358995,0.770889,MAGOHB,,,
1.01482,0.244252,0.637026,0.719107,0.246075,0.846987,PPP1CA,,,
0.898975,0.35357,0.280327,0.541573,0.777847,0.853849,MAP4,,,
NaN,0.401265,0.355782,0.46258,0.951686,0.912356,SGTB,,,
NaN,0.367969,0.60933,0.634792,0.856342,0.613875,C12orf57,,,
0.86783,0.184417,0.76531,0.590899,0.681036,0.608071,LSM3,,,
NaN,0.676166,0.80187,0.522202,0.733548,0.34008,GPN3,,,
0.662502,0.427905,0.779097,0.746469,0.346558,0.722942,HARS,,,
NaN,0.937943,0.273417,0.701135,0.756718,0.40103,ABL1,,,
0.96397,0.451943,0.422027,0.484362,0.37406,0.987738,DAB2,,,
0.867362,0.186183,1.02021,0.68917,0.28018,0.633665,LSM2,,,
0.455796,0.55193,0.92565,0.522104,0.663576,0.554495,LRRFIP1,,,
0.389182,0.315217,0.773672,0.81398,0.709429,0.667519,PRDX2,,,
0.940317,0.380391,0.70055,0.718454,0.356642,0.558739,KARS,,,
NaN,0.549431,0.873076,0.417239,0.458195,0.745912,PRCC,,,
NaN,0.395376,0.762951,0.427014,0.722915,0.725766,DTNBP1,,,
0.663764,0.681966,0.450533,0.812296,0.506496,0.524567,KIF5B,,,
0.0685267,0.608665,0.462255,0.585197,1.12607,0.786503,FTL,,,
0.727406,0.502099,0.591993,0.541704,0.575245,0.697721,EPB41L2,,,
NaN,1.91E-05,0.85146,0.638562,0.845464,0.693309,BLOC1S5,,,
NaN,0.317039,0.806866,0.73975,0.439178,0.725203,FAM50A,,,
NaN,0.491,0.554697,0.915782,0.515636,0.547031,COA4,,,
NaN,0.616769,0.519614,0.606358,0.842607,0.43696,FCHSD2,,,
NaN,0.402002,0.301964,0.8332,0.566601,0.916343,PLBD2,,,
NaN,0.621382,0.714958,0.707966,0.384935,0.588505,MKLN1,,,
NaN,0.299532,0.933702,0.650731,0.311422,0.821923,AIDA,,,
NaN,0.727735,0.449417,0.390429,0.67523,0.767956,PPP1R9B,,,
1.11545,0.368968,0.423288,0.493975,0.584173,0.616013,DCTN2,,,
NaN,0.5245,0.693524,0.452178,0.639014,0.69169,MIER1,,,
NaN,0.370185,0.589415,0.820483,0.698553,0.522058,C1orf50,,,
NaN,0.417818,0.530497,0.461186,0.484661,1.1038,C19orf66,,,
NaN,0.626267,0.489181,0.383835,0.911421,0.586199,BIN1,,,
0.424006,0.704487,0.217552,0.951615,0.615018,0.670586,TBC1D17,,,
NaN,0.38168,0.297236,0.667793,0.766464,0.872274,PEG10,,,
NaN,0.311678,1.11503,0.655502,0.426801,0.471116,RPUSD2,,,
NaN,0.540301,0.0870152,0.803259,0.581317,0.962731,PMM1,,,
NaN,0.381401,0.484046,0.594659,0.460473,1.05146,FGF2,,,
-0.021078,0.519166,0.328733,0.957106,0.863256,0.919004,YWHAG,,,
NaN,0.487408,0.720343,0.582351,0.581417,0.598981,PELO,,,
1.13403,0.227424,0.430121,0.765203,0.358102,0.641197,SMAP1,,,
NaN,0.230259,0.65784,1.10184,0.441213,0.52579,GAS7,,,
NaN,0.654932,0.644579,0.421325,0.671891,0.559031,POLA2,,,
NaN,0.74305,0.584627,0.62415,0.380176,0.619692,UNC119,,,
NaN,0.378691,0.756228,0.831874,0.35177,0.621792,PNPO,,,
NaN,0.613889,0.514092,0.482776,0.712187,0.6163,LHFPL2,,,
NaN,0.429317,0.646139,0.775449,0.5568,0.529584,NUBP1,,,
NaN,0.304935,0.894466,0.811288,0.24982,0.67631,SCHIP1,,,
NaN,0.476963,0.657145,0.529831,0.544813,0.726655,TRIM16,,,
NaN,0.582121,0.528139,0.650633,0.558023,0.612041,ZMIZ1,,,
NaN,0.491638,0.292197,0.86342,0.445133,0.834305,CRYAB,,,
NaN,0.459315,0.696677,0.937641,0.108779,0.723462,POGLUT1,,,
NaN,0.49383,0.445955,1.06069,0.424813,0.498116,RABEPK,,,
NaN,0.455879,0.827383,0.898454,0.209002,0.532672,CLNS1A,,,
NaN,0.327694,1.02846,0.697937,0.57992,0.282618,GATC,,,
NaN,0.51683,0.936265,0.43032,0.371135,0.653342,BRD2,,,
0.529948,0.280387,0.688038,0.892099,0.352888,0.742809,SRI,,,
0.796741,0.393184,0.449812,0.706989,0.440605,0.695947,IFI35,,,
NaN,0.571064,0.669917,0.667236,0.91771,0.0755129,ENTHD2,,,
NaN,0.548318,0.372725,0.457735,0.670385,0.852144,NUMBL,,,
NaN,0.563106,0.346924,0.673515,0.305592,1.00188,GM2A,,,
0.250852,0.344205,0.919304,0.785337,0.573931,0.593575,HSPD1,,,
NaN,0.693989,0.793867,0.888076,0.20451,0.30567,ALKBH1,,,
NaN,0.631486,0.40075,0.752939,0.127177,0.968971,CASP7,,,
1.12203,0.479095,0.28948,0.431831,0.601461,0.531912,EIF3H,,,
NaN,0.635147,0.640431,0.548444,0.529152,0.524319,CRLF3,,,
NaN,0.392257,0.78883,0.8586,0.421561,0.414176,SCARF2,,,
NaN,0.273032,0.476842,0.419201,0.641447,1.06461,SDF4,,,
NaN,0.342617,0.919407,0.166478,0.677895,0.760698,FKBP5,,,
NaN,0.32746,0.658248,0.672054,0.666621,0.540661,DBR1,,,
NaN,0.393359,0.735641,0.826582,0.31897,0.584302,MLLT1,,,
NaN,0.537324,0.905762,0.385926,0.387195,0.641094,NDUFA2,,,
NaN,0.450505,0.73045,0.568151,0.193864,0.912256,GTF2A1,,,
NaN,0.332338,0.796972,0.292258,0.521119,0.91172,NEBL,,,
NaN,0.342122,0.775164,0.728378,0.68191,0.324315,DNASE1L1,,,
1.17854,0.374985,0.477466,0.268991,0.602985,0.513269,RPS28,,,
NaN,0.587262,0.599652,0.358491,0.490174,0.800244,SNAP29,,,
NaN,0.234625,0.694839,0.799626,0.401407,0.700624,HAGH,,,
NaN,0.218926,0.986909,0.74131,0.381587,0.501615,TIMM8B,,,
0.771186,0.277408,0.551006,0.609625,0.447046,0.739082,SKP1,,,
NaN,0.649171,0.827494,0.261132,0.289014,0.80204,MMADHC,,,
NaN,0.447446,1.02973,0.726587,0.261256,0.3622,WARS2,,,
NaN,0.567045,0.590706,0.59398,0.303546,0.768339,SH3PXD2B,,,
NaN,0.314554,0.334146,0.828751,0.663255,0.682789,ASF1A,,,
0.111012,0.415205,0.756666,0.938423,0.629267,0.536879,AHCYL2,,,
